n,character,pinyin
554,复印,fùyìn
555,复杂,fùzá
556,复制,fùzhì
557,负责,fùzé
558,改变,gǎibiàn
559,改革,gǎigé
560,改进,gǎijìn
561,改善,gǎishàn
562,改正,gǎizhèng
563,盖,gài
564,概括,gàikuò
565,概念,gàiniàn
566,干杯,gānbēi
567,干脆,gāncuì
568,干净,gānjìng
569,干燥,gānzào
570,敢,gǎn
571,感动,gǎndòng
572,感激,gǎnjī
573,感觉,gǎnjué
574,感冒,gǎnmào
575,感情,gǎnqíng
576,感受,gǎnshòu
577,感想,gǎnxiǎng
578,感谢,gǎnxiè
579,赶紧,gǎnjǐn
580,赶快,gǎnkuài
581,干,gàn
582,干活儿,gàn huór
583,刚才,gāngcái
584,刚刚,gānggāng
585,钢铁,gāngtiě
586,高,gāo
587,高档,gāodàng
588,高级,gāojí
589,高速公路,gāosù gōnglù
590,高兴,gāoxìng
591,搞,gǎo
592,告别,gàobié
593,告诉,gàosu
594,胳膊,gēbo
595,哥哥,gēge
596,鸽子,gēzi
597,隔壁,gébì
598,革命,gémìng
599,格外,géwài
600,个,gè
601,个别,gèbié
602,个人,gèrén
603,个性,gèxìng
604,个子,gèzi
605,各,gè
606,各自,gèzì
607,给,gěi
608,跟,gēn
609,根,gēn
610,根本,gēnběn
611,根据,gēnjù
612,更,gèng
613,更加,gèngjiā
614,公布,gōngbù
615,公共汽车,gōnggòngqìchē
616,公斤,gōngjīn
617,公开,gōngkāi
618,公里,gōnglǐ
619,公平,gōngpíng
620,公司,gōngsī
621,公寓,gōngyù
622,公元,gōngyuán
623,公园,gōngyuán
624,公主,gōngzhǔ
625,工厂,gōngchǎng
626,工程师,gōngchéngshī
627,工具,gōngjù
628,工人,gōngrén
629,工业,gōngyè
630,工资,gōngzī
631,工作,gōngzuò
632,功夫,gōngfu
633,功能,gōngnéng
634,共同,gòngtóng
635,贡献,gòngxiàn
636,沟通,gōutōng
637,狗,gǒu
638,够,gòu
639,构成,gòuchéng
640,购物,gòuwù
641,孤单,gūdān
642,姑姑,gūgu
643,姑娘,gūniang
644,估计,gūjì
645,古代,gǔdài
646,古典,gǔdiǎn
647,古老,gǔlǎo
648,鼓励,gǔlì
649,鼓舞,gǔwǔ
650,鼓掌,gǔzhǎng
651,股票,gǔpiào
652,骨头,gǔtou
653,固定,gùdìng
654,固体,gùtǐ
655,顾客,gùkè
656,故事,gùshi
657,故意,gùyì
658,雇佣,gùyōng
659,刮风,guā fēng
660,挂,guà
661,挂号,guàhào
662,乖,guāi
663,拐弯,guǎiwān
664,怪不得,guàibude
665,官,guān
666,关,guān
667,关闭,guānbì
668,关怀,guānhuái
669,关键,guānjiàn
670,关系,guānxì
671,关心,guānxīn
672,关于,guānyú
673,观察,guānchá
674,观点,guāndiǎn
675,观念,guānniàn
676,观众,guānzhòng
677,管理,guǎnlǐ
678,管子,guǎnzi
679,冠军,guànjūn
680,罐头,guàntou
681,光,guāng
682,光滑,guānghuá
683,光临,guānglín
684,光明,guāngmíng
685,光盘,guāngpán
686,光荣,guāngróng
687,广播,guǎngbō
688,广场,guǎngchǎng
689,广大,guǎngdà
690,广泛,guǎngfàn
691,广告,guǎnggào
692,逛,guàng
693,规定,guīdìng
694,规矩,guīju
695,规律,guīlǜ
696,规模,guīmó
697,规则,guīzé
698,贵,guì
699,柜台,guìtái
700,滚,gǔn
701,锅,guō
702,国籍,guójí
703,国际,guójì
704,国家,guójiā
705,国庆节,Guóqìngjié
706,果然,guǒrán
707,果实,guǒshí
708,果汁,guǒzhī
709,过（动）,guò
710,过（助）,guo
711,过程,guòchéng
712,过分,guòfèn
713,过敏,guòmǐn
714,过期,guòqī
715,过去,guòqù
716,哈,hā
717,还,hái
718,还是,háishì
719,孩子,háizi
720,海关,hǎiguān
721,海鲜,hǎixiān
722,海洋,hǎiyáng
723,害怕,hàipà
724,害羞,hàixiū
725,寒假,hánjià
726,喊,hǎn
727,汗,hàn
728,汉语,Hànyǔ
729,航班,hángbān
730,行业,hángyè
731,豪华,háohuá
732,好,hǎo
733,好吃,hǎochī
734,好处,hǎochu
735,好像,hǎoxiàng
736,号,hào
737,号码,hàomǎ
738,好奇,hàoqí
739,喝,hē
740,河,hé
741,和,hé
742,和平,hépíng
743,何必,hébì
744,何况,hékuàng
745,合法,héfǎ
746,合格,hégé
747,合理,hélǐ
748,合适,héshì
749,合同,hétong
750,合影,héyǐng
751,合作,hézuò
752,核心,héxīn
753,盒子,hézi
754,黑,hēi
755,黑板,hēibǎn
756,很,hěn
757,恨,hèn
758,横,héng
759,红,hóng
760,猴子,hóuzi
761,厚,hòu
762,后果,hòuguǒ
763,后悔,hòuhuǐ
764,后来,hòulái
765,后面,hòumiàn
766,忽然,hūrán
767,忽视,hūshì
768,呼吸,hūxī
769,壶,hú
770,蝴蝶,húdié
771,胡说,húshuō
772,胡同,hútòng
773,胡须,húxū
774,糊涂,hútu
775,护士,hùshi
776,护照,hùzhào
777,互相,hùxiāng
778,花（动）,huā
779,花生,huāshēng
780,花园,huāyuán
781,滑冰,huábīng
782,划船,huáchuán
783,华裔,huáyì
784,画,huà
785,话题,huàtí
786,化学,huàxué
787,怀念,huáiniàn
788,怀疑,huáiyí
789,坏,huài
790,欢迎,huānyíng
791,还,huán
792,环境,huánjìng
793,缓解,huǎnjiě
794,换,huàn
795,幻想,huànxiǎng
796,慌张,huāngzhāng
797,黄,huáng
798,黄瓜,huángguā
799,黄金,huángjīn
800,皇帝,huángdì
801,皇后,huánghòu
802,挥,huī
803,灰,huī
804,灰尘,huīchén
805,灰心,huīxīn
806,恢复,huīfù
807,回,huí
808,回答,huídá
809,回忆,huíyì
810,会,huì
811,会议,huìyì
812,汇率,huìlǜ
813,婚礼,hūnlǐ
814,婚姻,hūnyīn
815,活动,huódòng
816,活泼,huópō
817,活跃,huóyuè
818,火,huǒ
819,火柴,huǒchái
820,火车站,huǒchēzhàn
821,伙伴,huǒbàn
822,获得,huòdé
823,或者,huòzhě
824,基本,jīběn
825,基础,jīchǔ
826,机场,jīchǎng
827,机会,jīhuì
828,机器,jīqì
829,鸡蛋,jīdàn
830,激动,jīdòng
831,激烈,jīliè
832,几乎,jīhū
833,积极,jījí
834,积累,jīlěi
835,肌肉,jīròu
836,极,jí
837,极其,jíqí
838,及格,jígé
839,及时,jíshí
840,集合,jíhé
841,集体,jítǐ
842,集中,jízhōng
843,急忙,jímáng
844,即使,jíshǐ
845,几,jǐ
846,寄,jì
847,记得,jìde
848,记录,jìlù
849,记忆,jìyì
850,记者,jìzhě
851,计划,jìhuà
852,计算,jìsuàn
853,季节,jìjié
854,系领带,jì lǐngdài
855,纪录,jìlù
856,纪律,jìlǜ
857,纪念,jìniàn
858,寂寞,jìmò
859,既然,jìrán
860,技术,jìshù
861,继续,jìxù
862,家,jiā
863,家具,jiājù
864,家庭,jiātíng
865,家务,jiāwù
866,家乡,jiāxiāng
867,加班,jiābān
868,加油站,jiāyóuzhàn
869,嘉宾,jiābīn
870,夹子,jiāzi
871,甲,jiǎ
872,假,jiǎ
873,假如,jiǎrú
874,假装,jiǎzhuāng
875,嫁,jià
876,价格,jiàgé
877,价值,jiàzhí
878,驾驶,jiàshǐ
879,煎,jiān
880,肩膀,jiānbǎng
881,坚持,jiānchí
882,坚决,jiānjué
883,坚强,jiānqiáng
884,艰巨,jiānjù
885,艰苦,jiānkǔ
886,尖锐,jiānruì
887,捡,jiǎn
888,检查,jiǎnchá
889,简单,jiǎndān
890,简历,jiǎnlì
891,简直,jiǎnzhí
892,剪刀,jiǎndāo
893,减肥,jiǎnféi
894,减少,jiǎnshǎo
895,件,jiàn
896,健康,jiànkāng
897,健身房,jiànshēnfáng
898,建立,jiànlì
899,建设,jiànshè
900,建议,jiànyì
901,建筑,jiànzhù
902,见面,jiànmiàn
903,键盘,jiànpán
904,将来,jiānglái
905,讲,jiǎng
906,讲究,jiǎngjiu
907,讲座,jiǎngzuò
908,奖金,jiǎngjīn
909,降低,jiàngdī
910,降落,jiàngluò
911,酱油,jiàngyóu
912,教,jiāo
913,浇,jiāo
914,交,jiāo
915,交换,jiāohuàn
916,交际,jiāojì
917,交流,jiāoliú
918,交通,jiāotōng
919,骄傲,jiāo'ào
920,郊区,jiāoqū
921,胶水,jiāoshuǐ
922,脚,jiǎo
923,角,jiǎo
924,角度,jiǎodù
925,狡猾,jiǎohuá
926,饺子,jiǎozi
927,叫,jiào
928,教材,jiàocái
929,教练,jiàoliàn
930,教室,jiàoshì
931,教授,jiàoshòu
932,教训,jiàoxùn
933,教育,jiàoyù
934,接,jiē
935,接触,jiēchù
936,接待,jiēdài
937,接近,jiējìn
938,接受,jiēshòu
939,接着,jiēzhe
940,街道,jiēdào
941,阶段,jiēduàn
942,结实,jiēshi
943,节,jié
944,节目,jiémù
945,节日,jiérì
946,节省,jiéshěng
947,节约,jiéyuē
948,结构,jiégòu
949,结果,jiéguǒ
950,结合,jiéhé
951,结婚,jiéhūn
952,结论,jiélùn
953,结束,jiéshù
954,结账,jiézhàng
955,解放,jiěfàng
956,解决,jiějué
957,解释,jiěshì
958,解说员,jiěshuōyuán
959,姐姐,jiějie
960,届,jiè
961,借,jiè
962,借口,jièkǒu
963,介绍,jièshào
964,戒烟,jièyān
965,戒指,jièzhi
966,今天,jīntiān
967,金属,jīnshǔ
968,紧,jǐn
969,紧急,jǐnjí
970,紧张,jǐnzhāng
971,尽管,jǐnguǎn
972,谨慎,jǐnshèn
973,进,jìn
974,进步,jìnbù
975,进口,jìnkǒu
976,进行,jìnxíng
977,近,jìn
978,近代,jìndài
979,尽力,jìnlì
980,尽量,jìnliàng
981,禁止,jìnzhǐ
982,精彩,jīngcǎi
983,精力,jīnglì
984,精神,jīngshén
985,经常,jīngcháng
986,经典,jīngdiǎn
987,经过,jīngguò
988,经济,jīngjì
989,经理,jīnglǐ
990,经历,jīnglì
991,经验,jīngyàn
992,经营,jīngyíng
993,京剧,jīngjù
994,警察,jǐngchá
995,景色,jǐngsè
996,敬爱,jìng'ài
997,竟然,jìngrán
998,竞争,jìngzhēng
999,镜子,jìngzi
1000,究竟,jiūjìng
1001,九,jiǔ
1002,久,jiǔ
1003,酒吧,jiǔbā
1004,旧,jiù
1005,就,jiù
1006,救,jiù
1007,救护车,jiùhùchē
1008,舅舅,jiùjiu
1009,居然,jūrán
1010,桔子,júzi
1011,举,jǔ
1012,举办,jǔbàn
1013,举行,jǔxíng
1014,具备,jùbèi
1015,具体,jùtǐ
1016,巨大,jùdà
1017,聚会,jùhuì
1018,拒绝,jùjué
1019,俱乐部,jùlèbù
1020,距离,jùlí
1021,据说,jùshuō
1022,句子,jùzi
1023,捐,juān
1024,卷,juǎn
1025,觉得,juéde
1026,决定,juédìng
1027,决赛,juésài
1028,决心,juéxīn
1029,绝对,juéduì
1030,角色,juésè
1031,军事,jūnshì
1032,均匀,jūnyún
1033,咖啡,kāfēi
1034,卡车,kǎchē
1035,开,kāi
1036,开发,kāifā
1037,开放,kāifàng
1038,开幕式,kāimùshì
1039,开始,kāishǐ
1040,开玩笑,kāi wánxiào
1041,开心,kāixīn
1042,砍,kǎn
1043,看,kàn
1044,看不起,kànbuqǐ
1045,看法,kànfǎ
1046,看见,kànjiàn
1047,看来,kànlái
1048,抗议,kàngyì
1049,考虑,kǎolǜ
1050,考试,kǎoshì
1051,烤鸭,kǎoyā
1052,棵,kē
1053,颗,kē
1054,科学,kēxué
1055,咳嗽,késou
1056,渴,kě
1057,可爱,kě'ài
1058,可见,kějiàn
1059,可靠,kěkào
1060,可怜,kělián
1061,可能,kěnéng
1062,可怕,kěpà
1063,可是,kěshì
1064,可惜,kěxī
1065,可以,kěyǐ
1066,课,kè
1067,课程,kèchéng
1068,克,kè
1069,克服,kèfú
1070,刻,kè
1071,刻苦,kèkǔ
1072,客观,kèguān
1073,客人,kèrén
1074,客厅,kètīng
1075,肯定,kěndìng
1076,空间,kōngjiān
1077,空气,kōngqì
1078,空调,kōngtiáo
1079,恐怖,kǒngbù
1080,恐怕,kǒngpà
1081,空闲,kòngxián
1082,控制,kòngzhì
1083,口,kǒu
1084,口味,kǒuwèi
1085,哭,kū
1086,苦,kǔ
1087,裤子,kùzi
1088,夸,kuā
1089,块,kuài
1090,快,kuài
1091,快乐,kuàilè
1092,会计,kuàijì
1093,筷子,kuàizi
1094,宽,kuān
1095,矿泉水,kuàngquánshuǐ
1096,困,kùn
1097,困难,kùnnan
1098,扩大,kuòdà
1099,拉,lā
1100,垃圾桶,lājītǒng
1101,辣,là
1102,辣椒,làjiāo
1103,蜡烛,làzhú
1104,来,lái
1105,来不及,láibují
1106,来得及,láidejí
1107,来自,láizì
1108,拦,lán
1109,蓝,lán
1110,懒,lǎn
1111,烂,làn
1112,狼,láng
1113,浪费,làngfèi
1114,浪漫,làngmàn
1115,劳动,láodòng
1116,劳驾,láojià
1117,老,lǎo
1118,老百姓,lǎobǎixìng
1119,老板,lǎobǎn
1120,老虎,lǎohǔ
1121,老师,lǎoshī
1122,老实,lǎoshi
1123,老鼠,lǎoshǔ
1124,姥姥,lǎolao
1125,乐观,lèguān
1126,了,le
1127,雷,léi
1128,类,lèi
1129,累,lèi
1130,冷,lěng
1131,冷静,lěngjìng
1132,梨,lí
1133,离,lí
1134,离婚,líhūn
1135,离开,líkāi
1136,厘米,límǐ
1137,里,lǐ
1138,礼拜天,lǐbàitiān
1139,礼貌,lǐmào
1140,礼物,lǐwù
1141,理发,lǐfà
1142,理解,lǐjiě
1143,理论,lǐlùn
1144,理想,lǐxiǎng
1145,理由,lǐyóu
1146,粒,lì
1147,立方,lìfāng
1148,立即,lìjí
1149,立刻,lìkè
1150,厉害,lìhai
1151,力量,lìliàng
1152,力气,lìqi
1153,例如,lìrú
1154,利润,lìrùn
1155,利息,lìxī
1156,利益,lìyì
1157,利用,lìyòng
1158,历史,lìshǐ
1159,俩,liǎ
1160,连,lián
1161,连忙,liánmáng
1162,连续剧,liánxùjù
1163,联合,liánhé
1164,联系,liánxì
1165,脸,liǎn
1166,恋爱,liàn'ài
1167,练习,liànxí
1168,良好,liánghǎo
1169,凉快,liángkuai
1170,粮食,liángshi
1171,两,liǎng
1172,亮,liàng
1173,辆,liàng
1174,聊天,liáotiān
1175,了不起,liǎobuqǐ
1176,了解,liǎojiě
1177,邻居,línjū
1178,临时,línshí
1179,铃,líng
1180,零,líng
1181,零件,língjiàn
1182,零钱,língqián
1183,零食,língshí
1184,灵活,línghuó
1185,领导,lǐngdǎo
1186,领域,lǐngyù
1187,另外,lìngwài
1188,留,liú
1189,留学,liúxué
1190,流传,liúchuán
1191,流泪,liúlèi
1192,流利,liúlì
1193,流行,liúxíng
1194,浏览,liúlǎn
1195,六,liù
1196,龙,lóng
1197,楼,lóu
1198,漏,lòu
1199,路,lù
1200,露,lù
1201,陆地,lùdì
1202,陆续,lùxù
1203,录取,lùqǔ
1204,录音,lùyīn
1205,乱,luàn
1206,轮流,lúnliú
1207,论文,lùnwén
1208,逻辑,luóji
1209,落后,luòhòu
1210,旅游,lǚyóu
1211,绿,lǜ
1212,律师,lǜshī
1213,妈妈,māma
1214,麻烦,máfan
1215,马,mǎ
1216,马虎,mǎhu
1217,马上,mǎshàng
1218,骂,mà
1219,吗,ma
1220,买,mǎi
1221,卖,mài
1222,麦克风,màikèfēng
1223,馒头,mántou
1224,满,mǎn
1225,满意,mǎnyì
1226,满足,mǎnzú
1227,慢,màn
1228,忙,máng
1229,猫,māo
1230,毛,máo
1231,毛病,máobìng
1232,毛巾,máojīn
1233,矛盾,máodùn
1234,冒险,màoxiǎn
1235,贸易,màoyì
1236,帽子,màozi
1237,没,méi
1238,没关系,méi guānxi
