n,character,pinyin
1186,改正,gǎizhèng
1187,盖,gài
1188,盖章,gàizhāng
1189,概括,gàikuò
1190,概念,gàiniàn
1191,干杯,gānbēi
1192,干脆,gāncuì
1193,干旱,gānhàn
1194,干净,gānjìng
1195,干扰,gānrǎo
1196,干涉,gānshè
1197,干预,gānyù
1198,干燥,gānzào
1199,尴尬,gāngà
1200,甘心,gānxīn
1201,敢,gǎn
1202,感动,gǎndòng
1203,感激,gǎnjī
1204,感觉,gǎnjué
1205,感慨,gǎnkǎi
1206,感冒,gǎnmào
1207,感情,gǎnqíng
1208,感染,gǎnrǎn
1209,感受,gǎnshòu
1210,感想,gǎnxiǎng
1211,感谢,gǎnxiè
1212,赶紧,gǎnjǐn
1213,赶快,gǎnkuài
1214,干,gàn
1215,干活儿,gàn huór
1216,干劲,gànjìn
1217,刚才,gāngcái
1218,刚刚,gānggāng
1219,纲领,gānglǐng
1220,钢铁,gāngtiě
1221,港口,gǎngkǒu
1222,港湾,gǎngwān
1223,岗位,gǎngwèi
1224,杠杆,gànggǎn
1225,高,gāo
1226,高超,gāochāo
1227,高潮,gāocháo
1228,高档,gāodàng
1229,高峰,gāofēng
1230,高级,gāojí
1231,高考,gāokǎo
1232,高明,gāomíng
1233,高尚,gāoshàng
1234,高速公路,gāosù gōnglù
1235,高兴,gāoxìng
1236,高涨,gāozhǎng
1237,搞,gǎo
1238,稿件,gǎojiàn
1239,告别,gàobié
1240,告辞,gàocí
1241,告诫,gàojiè
1242,告诉,gàosu
1243,割,gē
1244,搁,gē
1245,胳膊,gēbo
1246,疙瘩,gēda
1247,哥哥,gēge
1248,歌颂,gēsòng
1249,鸽子,gēzi
1250,隔壁,gébì
1251,隔阂,géhé
1252,隔离,gélí
1253,格局,géjú
1254,格式,géshi
1255,格外,géwài
1256,革命,gémìng
1257,个,gè
1258,个别,gèbié
1259,个人,gèrén
1260,个体,gètǐ
1261,个性,gèxìng
1262,个子,gèzi
1263,各,gè
1264,各抒己见,gèshūjǐjiàn
1265,各自,gèzì
1266,给,gěi
1267,根,gēn
1268,根本,gēnběn
1269,根据,gēnjù
1270,根深蒂固,gēnshēn-dìgù
1271,根源,gēnyuán
1272,跟,gēn
1273,跟前,gēnqián
1274,跟随,gēnsuí
1275,跟踪,gēnzōng
1276,耕地,gēngdì
1277,更新,gēngxīn
1278,更正,gēngzhèng
1279,更,gèng
1280,更加,gèngjiā
1281,公安局,gōng'ānjú
1282,公布,gōngbù
1283,公道,gōngdao
1284,公告,gōnggào
1285,公共汽车,gōnggòngqìchē
1286,公关,gōngguān
1287,公斤,gōngjīn
1288,公开,gōngkāi
1289,公里,gōnglǐ
1290,公民,gōngmín
1291,公平,gōngpíng
1292,公婆,gōngpó
1293,公然,gōngrán
1294,公认,gōngrèn
1295,公式,gōngshì
1296,公司,gōngsī
1297,公务,gōngwù
1298,公寓,gōngyù
1299,公元,gōngyuán
1300,公园,gōngyuán
1301,公正,gōngzhèng
1302,公证,gōngzhèng
1303,公主,gōngzhǔ
1304,供不应求,gōngbúyìngqiú
1305,供给,gōngjǐ
1306,工厂,gōngchǎng
1307,工程师,gōngchéngshī
1308,工夫,gōngfu
1309,工具,gōngjù
1310,工人,gōngrén
1311,工业,gōngyè
1312,工艺品,gōngyìpǐn
1313,工资,gōngzī
1314,工作,gōngzuò
1315,宫殿,gōngdiàn
1316,功夫,gōngfu
1317,功课,gōngkè
1318,功劳,gōngláo
1319,功能,gōngnéng
1320,功效,gōngxiào
1321,攻击,gōngjī
1322,攻克,gōngkè
1323,恭敬,gōngjìng
1324,巩固,gǒnggù
1325,共和国,gònghéguó
1326,共计,gòngjì
1327,共鸣,gòngmíng
1328,共同,gòngtóng
1329,贡献,gòngxiàn
1330,勾结,gōujié
1331,沟通,gōutōng
1332,钩子,gōuzi
1333,狗,gǒu
1334,够,gòu
1335,构成,gòuchéng
1336,构思,gòusī
1337,购物,gòuwù
1338,孤单,gūdān
1339,孤独,gūdú
1340,孤立,gūlì
1341,辜负,gūfù
1342,姑姑,gūgu
1343,姑娘,gūniang
1344,姑且,gūqiě
1345,估计,gūjì
1346,古代,gǔdài
1347,古典,gǔdiǎn
1348,古董,gǔdǒng
1349,古怪,gǔguài
1350,古老,gǔlǎo
1351,股东,gǔdōng
1352,股份,gǔfèn
1353,股票,gǔpiào
1354,鼓动,gǔdòng
1355,鼓励,gǔlì
1356,鼓舞,gǔwǔ
1357,鼓掌,gǔzhǎng
1358,骨干,gǔgàn
1359,骨头,gǔtou
1360,固定,gùdìng
1361,固然,gùrán
1362,固体,gùtǐ
1363,固有,gùyǒu
1364,固执,gùzhi
1365,顾客,gùkè
1366,顾虑,gùlǜ
1367,顾问,gùwèn
1368,故事,gùshi
1369,故乡,gùxiāng
1370,故意,gùyì
1371,故障,gùzhàng
1372,雇佣,gùyōng
1373,刮风,guā fēng
1374,挂,guà
1375,挂号,guàhào
1376,乖,guāi
1377,拐弯,guǎiwān
1378,拐杖,guǎizhàng
1379,怪不得,guàibude
1380,关,guān
1381,关闭,guānbì
1382,关怀,guānhuái
1383,关键,guānjiàn
1384,关系,guānxì
1385,关心,guānxīn
1386,关于,guānyú
1387,关照,guānzhào
1388,官,guān
1389,官方,guānfāng
1390,观察,guānchá
1391,观点,guāndiǎn
1392,观光,guānguāng
1393,观念,guānniàn
1394,观众,guānzhòng
1395,管理,guǎnlǐ
1396,管辖,guǎnxiá
1397,管子,guǎnzi
1398,罐,guàn
1399,罐头,guàntou
1400,贯彻,guànchè
1401,灌溉,guàngài
1402,冠军,guànjūn
1403,惯例,guànlì
1404,光,guāng
1405,光彩,guāngcǎi
1406,光滑,guānghuá
1407,光辉,guānghuī
1408,光临,guānglín
1409,光芒,guāngmáng
1410,光明,guāngmíng
1411,光盘,guāngpán
1412,光荣,guāngróng
1413,广播,guǎngbō
1414,广场,guǎngchǎng
1415,广大,guǎngdà
1416,广泛,guǎngfàn
1417,广告,guǎnggào
1418,广阔,guǎngkuò
1419,逛,guàng
1420,规定,guīdìng
1421,规范,guīfàn
1422,规格,guīgé
1423,规划,guīhuà
1424,规矩,guīju
1425,规律,guīlǜ
1426,规模,guīmó
1427,规章,guīzhāng
1428,规则,guīzé
1429,归根到底,guīgēn-dàodǐ
1430,归还,guīhuán
1431,归纳,guīnà
1432,轨道,guǐdào
1433,跪,guì
1434,贵,guì
1435,贵族,guìzú
1436,柜台,guìtái
1437,滚,gǔn
1438,棍棒,gùnbàng
1439,锅,guō
1440,国防,guófáng
1441,国籍,guójí
1442,国际,guójì
1443,国家,guójiā
1444,国庆节,Guóqìngjié
1445,国务院,guówùyuàn
1446,果断,guǒduàn
1447,果然,guǒrán
1448,果实,guǒshí
1449,果汁,guǒzhī
1450,过（动）,guò
1451,过（助）,guo
1452,过程,guòchéng
1453,过度,guòdù
1454,过渡,guòdù
1455,过分,guòfèn
1456,过奖,guòjiǎng
1457,过滤,guòlǜ
1458,过敏,guòmǐn
1459,过期,guòqī
1460,过去,guòqù
1461,过失,guòshī
1462,过问,guòwèn
1463,过瘾,guòyǐn
1464,过于,guòyú
1465,哈,hā
1466,嗨,hāi
1467,还,hái
1468,还是,háishi
1469,孩子,háizi
1470,海拔,hǎibá
1471,海滨,hǎibīn
1472,海关,hǎiguān
1473,海鲜,hǎixiān
1474,海洋,hǎiyáng
1475,害怕,hàipà
1476,害羞,hàixiū
1477,含糊,hánhu
1478,含义,hányì
1479,寒假,hánjià
1480,寒暄,hánxuān
1481,喊,hǎn
1482,罕见,hǎnjiàn
1483,汗,hàn
1484,捍卫,hànwèi
1485,汉语,Hànyǔ
1486,航班,hángbān
1487,航空,hángkōng
1488,航天,hángtiān
1489,航行,hángxíng
1490,行列,hángliè
1491,行业,hángyè
1492,豪华,háohuá
1493,豪迈,háomài
1494,毫米,háomǐ
1495,毫无,háowú
1496,好,hǎo
1497,好吃,hǎochī
1498,好处,hǎochu
1499,好像,hǎoxiàng
1500,号,hào
1501,号码,hàomǎ
1502,号召,hàozhào
1503,耗费,hàofèi
1504,好客,hàokè
1505,好奇,hàoqí
1506,呵,hē
1507,喝,hē
1508,河,hé
1509,和,hé
1510,和蔼,hé'ǎi
1511,和解,héjiě
1512,和睦,hémù
1513,和平,hépíng
1514,和气,héqi
1515,和谐,héxié
1516,何必,hébì
1517,何况,hékuàng
1518,合并,hébìng
1519,合成,héchéng
1520,合法,héfǎ
1521,合格,hégé
1522,合乎,héhū
1523,合伙,héhuǒ
1524,合理,hélǐ
1525,合身,héshēn
1526,合适,héshì
1527,合算,hésuàn
1528,合同,hétong
1529,合影,héyǐng
1530,合作,hézuò
1531,核心,héxīn
1532,盒子,hézi
1533,嘿,hēi
1534,黑,hēi
1535,黑板,hēibǎn
1536,痕迹,hénjì
1537,很,hěn
1538,狠心,hěnxīn
1539,恨,hèn
1540,恨不得,hènbude
1541,哼,hēng
1542,横,héng
1543,哄,hōng
1544,烘,hōng
1545,轰动,hōngdòng
1546,红,hóng
1547,红包,hóngbāo
1548,宏观,hóngguān
1549,宏伟,hóngwěi
1550,洪水,hóngshuǐ
1551,喉咙,hóulóng
1552,猴子,hóuzi
1553,吼,hǒu
1554,厚,hòu
1555,后代,hòudài
1556,后顾之忧,hòugùzhīyōu
1557,后果,hòuguǒ
1558,后悔,hòuhuǐ
1559,后来,hòulái
1560,后面,hòumiàn
1561,后勤,hòuqín
1562,候选,hòuxuǎn
1563,忽略,hūlüè
1564,忽然,hūrán
1565,忽视,hūshì
1566,呼吸,hūxī
1567,呼啸,hūxiào
1568,呼吁,hūyù
1569,壶,hú
1570,蝴蝶,húdié
1571,胡乱,húluàn
1572,胡说,húshuō
1573,胡同,hútòng
1574,胡须,húxū
1575,湖泊,húpō
1576,糊涂,hútu
1577,互联网,hùliánwǎng
1578,互相,hùxiāng
1579,护士,hùshi
1580,护照,hùzhào
1581,花（动）,huā
1582,花瓣,huābàn
1583,花生,huāshēng
1584,花园,huāyuán
1585,滑冰,huábīng
1586,划船,huáchuán
1587,华丽,huálì
1588,华侨,huáqiáo
1589,华裔,huáyì
1590,画,huà
1591,画蛇添足,huàshé-tiānzú
1592,化肥,huàféi
1593,化石,huàshí
1594,化学,huàxué
1595,化验,huàyàn
1596,化妆,huàzhuāng
1597,划分,huàfēn
1598,话题,huàtí
1599,话筒,huàtǒng
1600,怀念,huáiniàn
1601,怀疑,huáiyí
1602,怀孕,huáiyùn
1603,坏,huài
1604,欢乐,huānlè
1605,欢迎,huānyíng
1606,还,huán
1607,还原,huányuán
1608,环节,huánjié
1609,环境,huánjìng
1610,缓和,huǎnhé
1611,缓解,huǎnjiě
1612,换,huàn
1613,幻想,huànxiǎng
1614,患者,huànzhě
1615,荒凉,huāngliáng
1616,荒谬,huāngmiù
1617,荒唐,huāngtáng
1618,慌忙,huāngmáng
1619,慌张,huāngzhāng
1620,黄,huáng
1621,黄瓜,huángguā
1622,黄昏,huánghūn
1623,黄金,huángjīn
1624,皇帝,huángdì
1625,皇后,huánghòu
1626,恍然大悟,huǎngrán-dàwù
1627,灰,huī
1628,灰尘,huīchén
1629,灰心,huīxīn
1630,挥,huī
1631,挥霍,huīhuò
1632,恢复,huīfù
1633,辉煌,huīhuáng
1634,回,huí
1635,回报,huíbào
1636,回避,huíbì
1637,回答,huídá
1638,回顾,huígù
1639,回收,huíshōu
1640,回忆,huíyì
1641,悔恨,huǐhèn
1642,毁灭,huǐmiè
1643,会,huì
1644,会晤,huìwù
1645,会议,huìyì
1646,汇报,huìbào
1647,汇率,huìlǜ
1648,贿赂,huìlù
1649,婚礼,hūnlǐ
1650,婚姻,hūnyīn
1651,昏迷,hūnmí
1652,浑身,húnshēn
1653,混合,hùnhé
1654,混乱,hùnluàn
1655,混淆,hùnxiáo
1656,混浊,hùnzhuó
1657,活动,huódòng
1658,活该,huógāi
1659,活力,huólì
1660,活泼,huópō
1661,活跃,huóyuè
1662,火,huǒ
1663,火柴,huǒchái
1664,火车站,huǒchēzhàn
1665,火箭,huǒjiàn
1666,火焰,huǒyàn
1667,火药,huǒyào
1668,伙伴,huǒbàn
1669,货币,huòbì
1670,获得,huòdé
1671,或许,huòxǔ
1672,或者,huòzhě
1673,基本,jīběn
1674,基础,jīchǔ
1675,基地,jīdì
1676,基金,jījīn
1677,基因,jīyīn
1678,机场,jīchǎng
1679,机动,jīdòng
1680,机构,jīgòu
1681,机关,jīguān
1682,机会,jīhuì
1683,机灵,jīling
1684,机密,jīmì
1685,机器,jīqì
1686,机械,jīxiè
1687,机遇,jīyù
1688,机智,jīzhì
1689,鸡蛋,jīdàn
1690,激动,jīdòng
1691,激发,jīfā
1692,激励,jīlì
1693,激烈,jīliè
1694,激情,jīqíng
1695,饥饿,jī'è
1696,几乎,jīhū
1697,积极,jījí
1698,积累,jīlěi
1699,肌肉,jīròu
1700,讥笑,jīxiào
1701,极,jí
1702,极端,jíduān
1703,极其,jíqí
1704,极限,jíxiàn
1705,即便,jíbiàn
1706,即将,jíjiāng
1707,即使,jíshǐ
1708,级别,jíbié
1709,疾病,jíbìng
1710,嫉妒,jídù
1711,及格,jígé
1712,及时,jíshí
1713,及早,jízǎo
1714,急功近利,jígōng-jìnlì
1715,急剧,jíjù
1716,急忙,jímáng
1717,急切,jíqiè
1718,急于求成,jíyúqiúchéng
1719,急躁,jízào
1720,籍贯,jíguàn
1721,集合,jíhé
1722,集体,jítǐ
1723,集团,jítuán
1724,集中,jízhōng
1725,吉祥,jíxiáng
1726,几,jǐ
1727,给予,jǐyǔ
1728,寄,jì
1729,寄托,jìtuō
1730,继承,jìchéng
1731,继往开来,jìwǎng-kāilái
1732,继续,jìxù
1733,记得,jìde
1734,记录,jìlù
1735,记性,jìxing
1736,记忆,jìyì
1737,记载,jìzǎi
1738,记者,jìzhě
1739,季度,jìdù
1740,季节,jìjié
1741,季军,jìjūn
1742,计划,jìhuà
1743,计较,jìjiào
1744,计算,jìsuàn
1745,忌讳,jìhuì
1746,寂静,jìjìng
1747,寂寞,jìmò
1748,系领带,jì lǐngdài
1749,纪录,jìlù
1750,纪律,jìlǜ
1751,纪念,jìniàn
1752,纪要,jìyào
1753,技能,jìnéng
1754,技巧,jìqiǎo
1755,技术,jìshù
1756,既然,jìrán
1757,迹象,jìxiàng
1758,家,jiā
1759,家常,jiācháng
1760,家伙,jiāhuo
1761,家具,jiājù
1762,家属,jiāshǔ
1763,家庭,jiātíng
1764,家务,jiāwù
1765,家乡,jiāxiāng
1766,家喻户晓,jiāyù-hùxiǎo
1767,加班,jiābān
1768,加工,jiāgōng
1769,加剧,jiājù
1770,加油站,jiāyóuzhàn
1771,嘉宾,jiābīn
1772,佳肴,jiāyáo
1773,夹杂,jiāzá
1774,夹子,jiāzi
1775,甲,jiǎ
1776,假,jiǎ
1777,假如,jiǎrú
1778,假设,jiǎshè
1779,假使,jiǎshǐ
1780,假装,jiǎzhuāng
1781,嫁,jià
1782,价格,jiàgé
1783,价值,jiàzhí
1784,驾驶,jiàshǐ
1785,煎,jiān
1786,肩膀,jiānbǎng
1787,坚持,jiānchí
1788,坚定,jiāndìng
1789,坚固,jiāngù
1790,坚决,jiānjué
1791,坚强,jiānqiáng
1792,坚韧,jiānrèn
1793,坚实,jiānshí
1794,坚硬,jiānyìng
1795,监督,jiāndū
1796,监视,jiānshì
1797,监狱,jiānyù
1798,尖端,jiānduān
1799,尖锐,jiānruì
1800,艰巨,jiānjù
1801,艰苦,jiānkǔ
1802,艰难,jiānnán
1803,兼职,jiānzhí
1804,拣,jiǎn
1805,捡,jiǎn
1806,剪彩,jiǎncǎi
1807,剪刀,jiǎndāo
1808,检查,jiǎnchá
1809,检讨,jiǎntǎo
1810,检验,jiǎnyàn
1811,简单,jiǎndān
1812,简化,jiǎnhuà
1813,简历,jiǎnlì
1814,简陋,jiǎnlòu
1815,简体字,jiǎntǐzì
1816,简要,jiǎnyào
1817,简直,jiǎnzhí
1818,减肥,jiǎnféi
1819,减少,jiǎnshǎo
1820,件,jiàn
1821,溅,jiàn
1822,鉴别,jiànbié
1823,鉴定,jiàndìng
1824,鉴于,jiànyú
1825,间谍,jiàndié
1826,间隔,jiàngé
1827,间接,jiànjiē
1828,见多识广,jiànduō-shíguǎng
1829,见解,jiànjiě
1830,见面,jiànmiàn
1831,见闻,jiànwén
1832,见义勇为,jiànyì-yǒngwéi
1833,健康,jiànkāng
1834,健全,jiànquán
1835,健身房,jiànshēnfáng
1836,建立,jiànlì
1837,建设,jiànshè
1838,建议,jiànyì
1839,建筑,jiànzhù
1840,键盘,jiànpán
1841,践踏,jiàntà
1842,舰艇,jiàntǐng
1843,将近,jiāngjìn
1844,将军,jiāngjūn
1845,将来,jiānglái
1846,僵硬,jiāngyìng
1847,桨,jiǎng
1848,讲,jiǎng
1849,讲究,jiǎngjiu
1850,讲座,jiǎngzuò
1851,奖金,jiǎngjīn
1852,奖励,jiǎnglì
1853,奖赏,jiǎngshǎng
1854,降低,jiàngdī
1855,降临,jiànglín
1856,降落,jiàngluò
1857,酱油,jiàngyóu
1858,教,jiāo
1859,浇,jiāo
1860,交,jiāo
1861,交叉,jiāochā
1862,交代,jiāodài
1863,交换,jiāohuàn
1864,交际,jiāojì
1865,交流,jiāoliú
1866,交涉,jiāoshè
1867,交通,jiāotōng
1868,交往,jiāowǎng
1869,交易,jiāoyì
1870,骄傲,jiāo'ào
1871,焦点,jiāodiǎn
1872,焦急,jiāojí
1873,娇气,jiāoqì
1874,郊区,jiāoqū
1875,胶水,jiāoshuǐ
1876,脚,jiǎo
1877,角,jiǎo
1878,角度,jiǎodù
1879,角落,jiǎoluò
1880,搅拌,jiǎobàn
1881,狡猾,jiǎohuá
1882,缴纳,jiǎonà
1883,饺子,jiǎozi
1884,叫,jiào
1885,教材,jiàocái
1886,教练,jiàoliàn
1887,教室,jiàoshì
1888,教授,jiàoshòu
1889,教训,jiàoxùn
1890,教养,jiàoyǎng
1891,教育,jiàoyù
1892,较量,jiàoliàng
1893,皆,jiē
1894,接,jiē
1895,接触,jiēchù
1896,接待,jiēdài
1897,接近,jiējìn
1898,接连,jiēlián
1899,接受,jiēshòu
1900,接着,jiēzhe
1901,阶层,jiēcéng
1902,阶段,jiēduàn
1903,街道,jiēdào
1904,揭发,jiēfā
1905,揭露,jiēlù
1906,结实,jiēshi
1907,节,jié
1908,节目,jiémù
1909,节日,jiérì
1910,节省,jiéshěng
1911,节约,jiéyuē
1912,节奏,jiézòu
1913,杰出,jiéchū
1914,结构,jiégòu
1915,结果,jiéguǒ
1916,结合,jiéhé
1917,结婚,jiéhūn
1918,结晶,jiéjīng
1919,结局,jiéjú
1920,结论,jiélùn
1921,结束,jiéshù
1922,结算,jiésuàn
1923,结账,jiézhàng
1924,竭尽全力,jiéjìnquánlì
1925,截至,jiézhì
1926,解除,jiěchú
1927,解放,jiěfàng
1928,解雇,jiěgù
1929,解决,jiějué
1930,解剖,jiěpōu
1931,解散,jiěsàn
1932,解释,jiěshì
1933,解说员,jiěshuōyuán
1934,解体,jiětǐ
1935,姐姐,jiějie
1936,届,jiè
1937,借,jiè
1938,借鉴,jièjiàn
1939,借口,jièkǒu
1940,借助,jièzhù
1941,戒备,jièbèi
1942,戒烟,jièyān
1943,戒指,jièzhi
1944,介绍,jièshào
1945,界限,jièxiàn
1946,津津有味,jīnjīn-yǒuwèi
1947,金融,jīnróng
1948,金属,jīnshǔ
1949,今天,jīntiān
1950,紧,jǐn
1951,紧急,jǐnjí
1952,紧密,jǐnmì
1953,紧迫,jǐnpò
1954,紧张,jǐnzhāng
1955,尽管,jǐnguǎn
1956,尽快,jǐnkuài
1957,尽量,jǐnliàng
1958,谨慎,jǐnshèn
1959,锦绣前程,jǐnxiù-qiánchéng
1960,进,jìn
1961,进步,jìnbù
1962,进而,jìn'ér
1963,进攻,jìngōng
1964,进化,jìnhuà
1965,进口,jìnkǒu
1966,进行,jìnxíng
1967,进展,jìnzhǎn
1968,近,jìn
1969,近代,jìndài
1970,近来,jìnlái
1971,近视,jìnshì
1972,尽力,jìnlì
1973,浸泡,jìnpào
1974,晋升,jìnshēng
1975,劲头,jìntóu
1976,禁止,jìnzhǐ
1977,茎,jīng
1978,精彩,jīngcǎi
1979,精打细算,jīngdǎ-xìsuàn
1980,精华,jīnghuá
1981,精简,jīngjiǎn
1982,精力,jīnglì
1983,精密,jīngmì
1984,精确,jīngquè
1985,精神,jīngshén
1986,精通,jīngtōng
1987,精心,jīngxīn
1988,精益求精,jīngyìqiújīng
1989,精致,jīngzhì
1990,经常,jīngcháng
1991,经典,jīngdiǎn
1992,经费,jīngfèi
1993,经过,jīngguò
1994,经济,jīngjì
1995,经理,jīnglǐ
1996,经历,jīnglì
1997,经商,jīngshāng
1998,经纬,jīngwěi
1999,经验,jīngyàn
2000,经营,jīngyíng
2001,惊动,jīngdòng
2002,惊奇,jīngqí
2003,惊讶,jīngyà
2004,兢兢业业,jīngjīng-yèyè
2005,京剧,jīngjù
2006,井,jǐng
2007,警察,jǐngchá
2008,警告,jǐnggào
2009,警惕,jǐngtì
2010,景色,jǐngsè
2011,颈椎,jǐngzhuī
2012,敬爱,jìng'ài
2013,敬礼,jìnglǐ
2014,境界,jìngjiè
2015,竟然,jìngrán
2016,竞赛,jìngsài
2017,竞选,jìngxuǎn
2018,竞争,jìngzhēng
2019,镜头,jìngtóu
2020,镜子,jìngzi
2021,纠纷,jiūfēn
2022,纠正,jiūzhèng
2023,究竟,jiūjìng
2024,九,jiǔ
2025,久,jiǔ
2026,酒吧,jiǔbā
2027,酒精,jiǔjīng
2028,旧,jiù
2029,救,jiù
2030,救护车,jiùhùchē
2031,救济,jiùjì
2032,就,jiù
2033,就近,jiùjìn
2034,就业,jiùyè
2035,就职,jiùzhí
2036,舅舅,jiùjiu
2037,鞠躬,jūgōng
2038,拘留,jūliú
2039,拘束,jūshù
2040,居然,jūrán
2041,居住,jūzhù
2042,局部,júbù
2043,局面,júmiàn
2044,局势,júshì
2045,局限,júxiàn
2046,桔子,júzi
2047,举,jǔ
2048,举办,jǔbàn
2049,举动,jǔdòng
2050,举世闻名,jǔshì-wénmíng
2051,举世瞩目,jǔshì-zhǔmù
2052,举行,jǔxíng
2053,举足轻重,jǔzú-qīngzhòng
2054,咀嚼,jǔjué
2055,沮丧,jǔsàng
2056,具备,jùbèi
2057,具体,jùtǐ
2058,剧本,jùběn
2059,剧烈,jùliè
2060,巨大,jùdà
2061,聚会,jùhuì
2062,聚精会神,jùjīng-huìshén
2063,拒绝,jùjué
2064,俱乐部,jùlèbù
2065,距离,jùlí
2066,据说,jùshuō
2067,据悉,jùxī
2068,句子,jùzi
2069,捐,juān
2070,卷,juǎn
2071,决策,juécè
2072,决定,juédìng
2073,决赛,juésài
2074,决心,juéxīn
2075,觉得,juéde
2076,觉悟,juéwù
2077,觉醒,juéxǐng
2078,绝对,juéduì
2079,绝望,juéwàng
2080,角色,juésè
2081,军队,jūnduì
2082,军事,jūnshì
2083,均匀,jūnyún
2084,咖啡,kāfēi
2085,卡车,kǎchē
2086,卡通,kǎtōng
2087,开,kāi
2088,开采,kāicǎi
2089,开除,kāichú
2090,开发,kāifā
2091,开放,kāifàng
2092,开阔,kāikuò
2093,开朗,kāilǎng
2094,开明,kāimíng
2095,开幕式,kāimùshì
2096,开辟,kāipì
2097,开始,kāishǐ
2098,开水,kāishuǐ
2099,开拓,kāituò
2100,开玩笑,kāi wánxiào
2101,开心,kāixīn
2102,开展,kāizhǎn
2103,开支,kāizhī
2104,刊登,kāndēng
2105,刊物,kānwù
2106,勘探,kāntàn
2107,砍,kǎn
2108,看,kàn
2109,看不起,kànbuqǐ
2110,看待,kàndài
2111,看法,kànfǎ
2112,看见,kànjiàn
2113,看来,kànlái
2114,看望,kànwàng
2115,慷慨,kāngkǎi
2116,扛,káng
2117,抗议,kàngyì
2118,考察,kǎochá
2119,考古,kǎogǔ
2120,考核,kǎohé
2121,考虑,kǎolǜ
2122,考试,kǎoshì
2123,考验,kǎoyàn
2124,烤鸭,kǎoyā
2125,靠拢,kàolǒng
2126,棵,kē
2127,磕,kē
2128,颗,kē
2129,颗粒,kēlì
2130,科目,kēmù
2131,科学,kēxué
2132,咳嗽,késou
2133,渴,kě
2134,渴望,kěwàng
2135,可爱,kě'ài
2136,可观,kěguān
2137,可见,kějiàn
2138,可靠,kěkào
2139,可口,kěkǒu
2140,可怜,kělián
2141,可能,kěnéng
2142,可怕,kěpà
2143,可是,kěshì
2144,可恶,kěwù
2145,可惜,kěxī
2146,可笑,kěxiào
2147,可行,kěxíng
2148,可以,kěyǐ
2149,刻,kè
2150,刻不容缓,kèbùrónghuǎn
2151,刻苦,kèkǔ
2152,课,kè
2153,课程,kèchéng
2154,课题,kètí
2155,克,kè
2156,克服,kèfú
2157,客观,kèguān
2158,客户,kèhù
2159,客人,kèrén
2160,客厅,kètīng
2161,啃,kěn
2162,肯定,kěndìng
2163,恳切,kěnqiè
2164,坑,kēng
2165,空洞,kōngdòng
2166,空间,kōngjiān
2167,空气,kōngqì
2168,空前绝后,kōngqián-juéhòu
2169,空调,kōngtiáo
2170,空想,kōngxiǎng
2171,空虚,kōngxū
2172,孔,kǒng
2173,恐怖,kǒngbù
2174,恐吓,kǒnghè
2175,恐惧,kǒngjù
2176,恐怕,kǒngpà
2177,空白,kòngbái
2178,空隙,kòngxì
2179,空闲,kòngxián
2180,控制,kòngzhì
2181,口,kǒu
2182,口气,kǒuqì
2183,口腔,kǒuqiāng
2184,口头,kǒutóu
2185,口味,kǒuwèi
2186,口音,kǒuyīn
2187,哭,kū
2188,枯竭,kūjié
2189,枯燥,kūzào
2190,苦,kǔ
2191,苦尽甘来,kǔjìn-gānlái
2192,裤子,kùzi
2193,夸,kuā
2194,挎,kuà
2195,跨,kuà
2196,块,kuài
2197,快,kuài
2198,快活,kuàihuo
2199,快乐,kuàilè
2200,会计,kuàijì
2201,筷子,kuàizi
2202,宽,kuān
2203,宽敞,kuānchang
2204,款待,kuǎndài
2205,款式,kuǎnshì
2206,筐,kuāng
2207,旷课,kuàngkè
2208,框架,kuàngjià
2209,况且,kuàngqiě
2210,矿泉水,kuàngquánshuǐ
2211,亏待,kuīdài
2212,亏损,kuīsǔn
2213,昆虫,kūnchóng
2214,捆绑,kǔnbǎng
2215,困,kùn
2216,困难,kùnnan
2217,扩充,kuòchōng
2218,扩大,kuòdà
2219,扩散,kuòsàn
2220,扩张,kuòzhāng
2221,拉,lā
2222,垃圾桶,lājītǒng
2223,喇叭,lǎba
2224,辣,là
2225,辣椒,làjiāo
2226,蜡烛,làzhú
2227,啦,la
2228,来,lái
2229,来不及,láibují
2230,来得及,láidejí
2231,来历,láilì
2232,来源,láiyuán
2233,来自,láizì
2234,拦,lán
2235,蓝,lán
2236,栏目,lánmù
2237,懒,lǎn
2238,懒惰,lǎnduò
2239,烂,làn
2240,狼,láng
2241,狼狈,lángbèi
2242,朗读,lǎngdú
2243,浪费,làngfèi
2244,浪漫,làngmàn
2245,捞,lāo
2246,唠叨,láodao
2247,劳动,láodòng
2248,劳驾,láojià
2249,牢固,láogù
2250,牢骚,láosāo
2251,老,lǎo
2252,老百姓,lǎobǎixìng
2253,老板,lǎobǎn
2254,老虎,lǎohǔ
2255,老师,lǎoshī
2256,老实,lǎoshi
2257,老鼠,lǎoshǔ
2258,姥姥,lǎolao
2259,乐观,lèguān
2260,乐趣,lèqù
2261,乐意,lèyì
2262,了,le
2263,雷,léi
2264,雷达,léidá
2265,累,lèi
2266,类,lèi
2267,类似,lèisì
2268,冷,lěng
2269,冷淡,lěngdàn
2270,冷静,lěngjìng
2271,冷酷,lěngkù
2272,冷却,lěngquè
2273,愣,lèng
2274,梨,lí
2275,离,lí
2276,离婚,líhūn
2277,离开,líkāi
2278,厘米,límǐ
2279,黎明,límíng
